quantity,company,product,size,expiry_date,barcode,reference_id,ref_id_expiry_date
1,COOK Medical,Approach CTO-12 Micro Wire Guide,0.014-300-12G,11-13-2024,CMW-14-300-12G,0100827002507913172411131013673346,CMW-14-300-12G***11-13-2024
1,COOK Medical,HiWire Hydrophilic Wire Guide (Straight Stiff Shaft),0.035-150-3,12-05-2024,HWS-35-150,0100827002362918172412051071002490,HWS-35-150***12-05-2024
2,COOK Medical,Sphere Inflation Device,-,12-31-2024,CID-20-30-NG,"0110827002255712172412313011096469A018
0110827002255712172412313011096469A017",CID-20-30-NG***12-31-2024
8,COOK Medical,Roadrunner UniGlide Hydrophilic Wire Guide (Standard Shaft),0.035-260,01-11-2025,HPWA-35-260,0100827002304925172501111014453919,HPWA-35-260***01-11-2025
1,COOK Medical,CXI Support Catheter,4.0Fr-0.035-135,01-20-2025,CXI-4.0-35-135-P-NS-0,0100827002525429172501201014486200,CXI-4.0-35-135-P-NS-0***01-20-2025
9,COOK Medical,CheckFlo Homeostasis Assembly,9Fr,02-10-2025,CFM-100,0100827002060029172502101014529884,CFM-100***02-10-2025
5,COOK Medical,Flexor Check-Flo Introducer (Ansel Modification with High-Flex Dilator and Hydrophilic Coating),8.0Fr-0.035-55,02-14-2025,KCFW-8.0-35-55-RB-HFANL0-HC,0100827002562332172502141014534520,KCFW-8.0-35-55-RB-HFANL0-HC***02-14-2025
15,COOK Medical,Flexor Check-Flo Introducer (Ansel 1 Modification with High-Flex Dilator and Hydrophilic Coating),6.0Fr-0.035-70,02-22-2025,KCFW-6.0-35-70-RB-HFANL1-HC,0100827002562264172502221014551633,KCFW-6.0-35-70-RB-HFANL1-HC***02-22-2025
3,COOK Medical,Flexor Check-Flo Introducer (Ansel 1 Modification with High-Flex Dilator and Hydrophilic Coating),7.0Fr-0.035-55,02-22-2025,KCFW-7.0-35-55-RB-HFANL1-HC,0100827002490437172502221014551662,KCFW-7.0-35-55-RB-HFANL1-HC***02-22-2025
5,COOK Medical,Flexor Check-Flo Introducer (Ansel 1 Modification with High-Flex Dilator and Hydrophilic Coating),6.0Fr-0.035-55,02-23-2025,KCFW-6.0-35-55-RB-HFANL1-HC,0100827002562363172502231014554295,KCFW-6.0-35-55-RB-HFANL1-HC***02-23-2025
3,COOK Medical,Flexor Check-Flo Introducer (Ansel Modification with High-Flex Dilator and Hydrophilic Coating),5.0Fr-0.035-55,02-24-2025,KCFW-5.0-35-55-RB-HFANL0-HC,0100827002562301172502241014556568,KCFW-5.0-35-55-RB-HFANL0-HC***02-24-2025
1,COOK Medical,CXI Support Catheter,4.0Fr-0.035-135,03-17-2025,CXI-4.0-35-135-P-NS-0,0100827002525429172503171014604808,CXI-4.0-35-135-P-NS-0***03-17-2025
4,COOK Medical,Royal Flush Plus High-Flow Catheter (PIG),5.0Fr-0.035-70,04-28-2025,HN5.0-35-70-P-10S-PIG,0100827002047044172504281014694833,HN5.0-35-70-P-10S-PIG***04-28-2025
10,COOK Medical,Roadrunner UniGlide Hydrophilic Wire Guide (Stiff Shaft),0.035-260,05-02-2025,HPWAS-35-260,0100827002305069172505021014594432,HPWAS-35-260***05-02-2025
5,COOK Medical,Royal Flush Plus High-Flow Catheter (PIG),5.0Fr-0.035-70,05-05-2025,HN5.0-35-70-P-10S-PIG,0100827002047044172505051014709451,HN5.0-35-70-P-10S-PIG***05-05-2025
2,COOK Medical,Flexor Check-Flo Introducer (Ansel Modification),5.0Fr-0.018/0.038-90,07-28-2025,KCFW-5.0-18/38-90-RB-ANL0-HC,0100827002481893172507281014865861,KCFW-5.0-18/38-90-RB-ANL0-HC***07-28-2025
9,COOK Medical,Micropuncture Introducer Set - (Silhouette Transitionless Push-Plus Design - STIFFENED CANNULA),5.0Fr-7-40-10,09-26-2025,MPIS-502-10.0-SC-NT-U-SST,0100827002355514172509261014976523,MPIS-502-10.0-SC-NT-U-SST***09-26-2025
9,COOK Medical,Sphere Inflation Device,-,11-30-2025,CID-20-30-NG,0110827002255712172511303011096469A028,CID-20-30-NG***11-30-2025
5,COOK Medical,Micropuncture Introducer Set - (Silhouette Transitionless),4.0Fr-7-40-10,03-03-2026,MPIS-402-NT-U-SST,0100827002562011172603031015252954,MPIS-402-NT-U-SST***03-03-2026
9,COOK Medical,Roadrunner UniGlide Hydrophilic Wire Guide (Standard Shaft),0.035-180,03-10-2026,HPWA-35-180,0100827002561748172603101015269434,HPWA-35-180***03-10-2026
1,COOK Medical,Roadrunner Extra Support Wire Guide,0.014-300,02-16-2027,RSTF-14-300,0100827002088016172702161014450165,RSTF-14-300***02-16-2027
10,COOK Medical,"Olcott Torque Device (Accepts 0.014"" - 0.045"" Diameter Wire Guide)",-,03-01-2027,OTD-100,0100827002138117172703011014568453,OTD-100***03-01-2027
8,COOK Medical,Plastic 3-Way Stopcock,-,03-15-2027,PTWS-2FLL-MLL-R,0100827002002197172703151014600656,PTWS-2FLL-MLL-R***03-15-2027
7,COOK Medical,Rosen Curved Wire Guide,0.035-260-1.5,03-29-2027,THSCF-35-260-1.5-ROSEN,0100827002012530172703291014633143,THSCF-35-260-1.5-ROSEN***03-29-2027
2,COOK Medical,Roadrunner Extra Support Wire Guide,0.014-300,04-19-2027,RSTF-14-300,0100827002088016172704191014679113,RSTF-14-300***04-19-2027
6,COOK Medical,Roadrunner Extra Support Wire Guide,0.014-300,04-29-2027,RSTF-14-300,0100827002088016172704291014623149,RSTF-14-300***04-29-2027
4,COOK Medical,Roadrunner Extra Support Wire Guide,0.018-300,05-01-2027,RSTF-18-300,0100827002076402172705011014603483,RSTF-18-300***05-01-2027
5,COOK Medical,Roadrunner Extra Support Wire Guide,0.014-180,08-29-2027,RSTF-14-180,0100827002087774172708291014929643,RSTF-14-180***08-29-2027
1,COOK Medical,Rosen Curved Wire Guide,0.035-260-1.5,10-20-2027,THSCF-35-260-1.5-ROSEN,0100827002012530172710201015030149,THSCF-35-260-1.5-ROSEN***10-20-2027
10,COOK Medical,Tuohy-Borst Side-Arm Adapter,"≤.118 , ≤300 PSI",02-13-2028,PTBYC-RA,0100827002062993172802131015221370,PTBYC-RA***02-13-2028
1,Medtronic,Cutter Driver,-,02-02-2025,FG02550,010076300040243317250202100011055714,FG02550***02-02-2025
2,Medtronic,Cutter Driver,-,07-19-2025,FG02550,010076300040243317250719100011321816,FG02550***07-19-2025
2,Medtronic,Cutter Driver,-,08-24-2025,FG02550,010076300040243317250824100011372076,FG02550***08-24-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,4-120-135-5F,02-03-2024,AB35W04120135,01006431699735101724020310B155977,AB35W04120135***02-03-2024
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,9-60-135-6F,10-10-2024,AB35W09060135,01006431699744321724101010B279443,AB35W09060135***10-10-2024
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,3-80-135-5F,11-19-2024,AB35W03080135,01007630001859471724111910B301577,AB35W03080135***11-19-2024
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,8-60-135-6F,01-30-2025,AB35W08060135,01006431699743331725013010B331132,AB35W08060135***01-30-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,9-40-135-6F,02-02-2025,AB35W09040135,01006431699744181725020210B332573,AB35W09040135***02-02-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,7-200-135-6F,02-04-2025,AB35W07200135,01006431699742271725020410B333811,AB35W07200135***02-04-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,7-60-135-6F,02-15-2025,AB35W07060135,01007630001846291725021510B339259,AB35W07060135***02-15-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,3-150-135-5F,02-18-2025,AB35W03150135,01007630001860051725021810B341169,AB35W03150135***02-18-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,7-150-135-6F,02-18-2025,AB35W07150135,01006431699742031725021810B341385,AB35W07150135***02-18-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,8-40-135-6F,02-21-2025,AB35W08040135,01006431699743021725022110B342384,AB35W08040135***02-21-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,3-40-135-5F,02-24-2025,AB35W03040135,01006431699732511725022410B344636,AB35W03040135***02-24-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,7-100-135-6F,02-28-2025,AB35W07100135,01006431699741661725022810B346114,AB35W07100135***02-28-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,3-200-135-5F,03-02-2025,AB35W03200135,01007630001860291725030210B347521,AB35W03200135***03-02-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,3-100-135-5F,03-07-2025,AB35W03100135,01006431699733121725030710B350175,AB35W03100135***03-07-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,4-150-135-5F,03-07-2025,AB35W04150135,01006431699735341725030710B350130,AB35W04150135***03-07-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,7-80-135-6F,03-08-2025,AB35W07080135,01006431699741421725030810B350725,AB35W07080135***03-08-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,3-60-135-5F,03-10-2025,AB35W03060135,01007630001859231725031010B351808,AB35W03060135***03-10-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,7-120-135-6F,03-10-2025,AB35W07120135,01006431699741801725031010B351632,AB35W07120135***03-10-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,6-120-135-5F,03-15-2025,AB35W06120135,01006431699739781725031510B354490,AB35W06120135***03-15-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,4-60-135-5F,03-16-2025,AB35W04060135,01007630001861041725031610B355100,AB35W04060135***03-16-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,3-120-135-5F,03-17-2025,AB35W03120135,01006431699733361725031710B355523,AB35W03120135***03-17-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,4-80-135-5F,03-17-2025,AB35W04080135,01007630001861281725031710B355096,AB35W04080135***03-17-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,4-200-135-5F,03-20-2025,AB35W04200135,01006431699735581725032010B356783,AB35W04200135***03-20-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,5-120-135-5F,03-21-2025,AB35W05120135,01007630001842541725032110B356984,AB35W05120135***03-21-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,7-150-135-6F,03-29-2025,AB35W07150135,01006431699742031725032910B361801,AB35W07150135***03-29-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,6-80-135-5F,04-08-2025,AB35W06080135,01006431699739231725040810B366538,AB35W06080135***04-08-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,7-40-135-5F,04-08-2025,AB35W07040135,01006431699740981725040810B366807,AB35W07040135***04-08-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,5-100-135-5F,04-12-2025,AB35W05100135,01006431699737251725041210B368503,AB35W05100135***04-12-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,6-150-135-5F,04-22-2025,AB35W06150135,01006431699739921725042210B373711,AB35W06150135***04-22-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,6-60-135-5F,04-25-2025,AB35W06060135,01006431699738931725042510B375331,AB35W06060135***04-25-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,6-40-135-5F,05-04-2025,AB35W06040135,01006431699738791725050410B379875,AB35W06040135***05-04-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,5-60-135-5F,10-03-2025,AB35W05060135,01007630001841791725100310B456721,AB35W05060135***10-03-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,5-100-135-5F,11-08-2025,AB35W05100135,01007630001842231725110810B474922,AB35W05100135***11-08-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,5-60-135-5F,11-15-2025,AB35W05060135,01007630001841791725111510B478399,AB35W05060135***11-15-2025
1,ev3,EverCross 0.035 OTW PTA Dilatation Catheter,4-80-80-5F,11-16-2025,AB35W04080080,01007630001861111725111610B478860,AB35W04080080***11-16-2025
1,ev3,EverFlex Self-Expanding Peripheral Stent System + Protege EverFlex Self-Expanding Biliary Stent System (OTW),7-80-120-0.035-6F,07-27-2024,PRB35-07-080-120,01008216840600941724072710B241076,PRB35-07-080-120***07-27-2024
1,ev3,EverFlex Self-Expanding Peripheral Stent System + Protege EverFlex Self-Expanding Biliary Stent System (OTW),7-80-120-0.035-6F,09-15-2024,PRB35-07-080-120,01008216840600941724091510B266507,PRB35-07-080-120***09-15-2024
1,ev3,EverFlex Self-Expanding Peripheral Stent System + Protege EverFlex Self-Expanding Biliary Stent System (OTW),7-100-120-0.035-6F,01-11-2025,PRB35-07-100-120,01008216840601171725011110B321914,PRB35-07-100-120***01-11-2025
1,ev3,EverFlex Self-Expanding Peripheral Stent System + Protege EverFlex Self-Expanding Biliary Stent System (OTW),7-60-120-0.035-6F,01-21-2025,PRB35-07-060-120,01008216840600701725012110B326486,PRB35-07-060-120***01-21-2025
2,ev3,EverFlex Self-Expanding Peripheral Stent System + Protege EverFlex Self-Expanding Biliary Stent System (OTW),8-60-120-0.035-6F,01-23-2025,PRB35-08-060-120,01008216840602471725012310B327592,PRB35-08-060-120***01-23-2025
1,ev3,EverFlex Self-Expanding Peripheral Stent System + Protege EverFlex Self-Expanding Biliary Stent System (OTW),8-100-120-0.035-6F,02-06-2025,PRB35-08-100-120,01008216840602851725020610B334429,PRB35-08-100-120***02-06-2025
1,ev3,EverFlex Self-Expanding Peripheral Stent System + Protege EverFlex Self-Expanding Biliary Stent System (OTW),6-80-120-0.035-6F,02-10-2025,PRB35-06-080-120,01008216840599201725021010B337262,PRB35-06-080-120***02-10-2025
2,ev3,EverFlex Self-Expanding Peripheral Stent System + Protege EverFlex Self-Expanding Biliary Stent System (OTW),7-40-120-0.035-6F,02-15-2025,PRB35-07-040-120,01008216840600561725021510B339915,PRB35-07-040-120***02-15-2025
1,ev3,EverFlex Self-Expanding Peripheral Stent System + Protege EverFlex Self-Expanding Biliary Stent System (OTW),7-120-120-0.035-6F,02-16-2025,PRB35-07-120-120,01008216840601311725021610B340378,PRB35-07-120-120***02-16-2025
2,ev3,EverFlex Self-Expanding Peripheral Stent System + Protege EverFlex Self-Expanding Biliary Stent System (OTW),8-40-120-0.035-6F,02-16-2025,PRB35-08-040-120,01008216840602231725021610B340394,PRB35-08-040-120***02-16-2025
1,ev3,EverFlex Self-Expanding Peripheral Stent System + Protege EverFlex Self-Expanding Biliary Stent System (OTW),6-120-120-0.035-6F,02-17-2025,PRB35-06-120-120,01008216840599681725021710B341101,PRB35-06-120-120***02-17-2025
2,ev3,EverFlex Self-Expanding Peripheral Stent System + Protege EverFlex Self-Expanding Biliary Stent System (OTW),8-80-120-0.035-6F,02-17-2025,PRB35-08-080-120,01008216840602611725021710B341012,PRB35-08-080-120***02-17-2025
1,ev3,EverFlex Self-Expanding Peripheral Stent System + Protege EverFlex Self-Expanding Biliary Stent System (OTW),7-150-120-0.035-6F,03-02-2025,PRB35-07-150-120,01008216840601551725030210B347502,PRB35-07-150-120***03-02-2025
1,ev3,EverFlex Self-Expanding Peripheral Stent System + Protege EverFlex Self-Expanding Biliary Stent System (OTW),6-150-120-0.035-6F,03-08-2025,PRB35-06-150-120,01008216840599821725030810B350280,PRB35-06-150-120***03-08-2025
2,ev3,EverFlex Self-Expanding Peripheral Stent System + Protege EverFlex Self-Expanding Biliary Stent System (OTW),8-100-120-0.035-6F,03-08-2025,PRB35-08-100-120,01008216840602851725030810B350685,PRB35-08-100-120***03-08-2025
1,ev3,EverFlex Self-Expanding Peripheral Stent System + Protege EverFlex Self-Expanding Biliary Stent System (OTW),6-60-120-0.035-6F,08-16-2025,PRB35-06-060-120,01008216840599061725081610B432803,PRB35-06-060-120***08-16-2025
1,ev3,EverFlex Self-Expanding Peripheral Stent System + Protege EverFlex Self-Expanding Biliary Stent System (OTW),7-60-120-0.035-6F,10-04-2025,PRB35-07-060-120,1108,PRB35-07-060-120***10-04-2025
1,ev3,EverFlex Self-Expanding Peripheral Stent System + Protege EverFlex Self-Expanding Biliary Stent System (OTW),6-100-120-0.035-6F,10-13-2025,PRB35-06-100-120,01008216840599441725101310B462440,PRB35-06-100-120***10-13-2025
2,ev3,Protege GPS (OTW) Self-Expanding Nitinol Stent System,9-80-120-0.035-6F,02-02-2025,SERB65-09-80-120,01006431697289811725020210B332759,SERB65-09-80-120***02-02-2025
2,ev3,Protege GPS (OTW) Self-Expanding Nitinol Stent System,9-60-120-0.035-6F,02-07-2025,SERB65-09-60-120,01006431697289671725020710B335163,SERB65-09-60-120***02-07-2025
2,ev3,Protege GPS (OTW) Self-Expanding Nitinol Stent System,10-40-120-0.035-6F,02-11-2025,SERB65-10-40-120,01006431697290491725021110B337652,SERB65-10-40-120***02-11-2025
1,ev3,Protege GPS (OTW) Self-Expanding Nitinol Stent System,9-40-120-0.035-6F,02-13-2025,SERB65-09-40-120,01006431697289431725021310B338372,SERB65-09-40-120***02-13-2025
2,ev3,Protege GPS (OTW) Self-Expanding Nitinol Stent System,10-80-120-0.035-6F,02-20-2025,SERB65-10-80-120,01006431697290871725022010B341844,SERB65-10-80-120***02-20-2025
2,ev3,Protege GPS (OTW) Self-Expanding Nitinol Stent System,10-60-120-0.035-6F,03-15-2025,SERB65-10-60-120,01006431697290631725031510B353990,SERB65-10-60-120***03-15-2025
1,ev3,Protege GPS (OTW) Self-Expanding Nitinol Stent System,9-40-120-0.035-6F,08-29-2025,SERB65-09-40-120,01006431697289431725082910B439245,SERB65-09-40-120***08-29-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,3.5-60-170-4F,06-26-2024,A14BX035060170,01007630001110901724062610B226811,A14BX035060170***06-26-2024
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,3.5-80-170-4F,07-21-2024,A14BX035080170,01007630001111131724072110B238212,A14BX035080170***07-21-2024
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,3.5-100-170-4F,08-12-2024,A14BX035100170,01007630001111371724081210B249580,A14BX035100170***08-12-2024
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,2.5-60-170-4F,01-11-2025,A14BX025060170,01007630001107721725011110B321605,A14BX025060170***01-11-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,2.5-20-170-4F,01-27-2025,A14BX025020170,01007630001107341725012710B329839,A14BX025020170***01-27-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,2.5-80-170-4F,01-31-2025,A14BX025080170,01007630001107961725013110B331498,A14BX025080170***01-31-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,3.5-40-170-4F,02-01-2025,A14BX035040170,01007630001110761725020110B332079,A14BX035040170***02-01-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,3-120-170-4F,03-03-2025,A14BX030120170,01007630001109941725030310B348301,A14BX030120170***03-03-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,3-100-170-4F,03-06-2025,A14BX030100170,01007630001109701725030610B349210,A14BX030100170***03-06-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,4-100-170-4F,03-06-2025,A14BX040100170,01007630001112981725030610B349061,A14BX040100170***03-06-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,3-150-170-4F,03-07-2025,A14BX030150170,01007630001110141725030710B350051,A14BX030150170***03-07-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,(2.5-2.0)-210-170-4F,03-08-2025,A14BX025210170,01007630001108711725030810B350370,A14BX025210170***03-08-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,4-40-170-4F,03-08-2025,A14BX040040170,01007630001112361725030810B350320,A14BX040040170***03-08-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,2.5-40-170-4F,03-13-2025,A14BX025040170,01007630001107581725031310B352881,A14BX025040170***03-13-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,2.5-120-170-4F,03-13-2025,A14BX025120170,01007630001108331725031310B352775,A14BX025120170***03-13-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,(3.0-2.5)-210-170-4F,03-16-2025,A14BX030210170,01007630001110381725031610B354850,A14BX030210170***03-16-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,2.5-150-170-4F,03-17-2025,A14BX025150170,01007630001108571725031710B355262,A14BX025150170***03-17-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,3.5-120-170-4F,03-20-2025,A14BX035120170,01007630001111511725032010B356542,A14BX035120170***03-20-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,2.5-100-170-4F,03-27-2025,A14BX025100170,01007630001108191725032710B360026,A14BX025100170***03-27-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,3-60-170-4F,03-27-2025,A14BX030060170,01007630001109321725032710B360254,A14BX030060170***03-27-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,3.5-150-170-4F,04-03-2025,A14BX035150170,01007630001111751725040310B363614,A14BX035150170***04-03-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,3-20-170-4F,04-17-2025,A14BX030020170,01007630001108951725041710B370561,A14BX030020170***04-17-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,(3.5-3.0)-210-170-4F,04-17-2025,A14BX035210170,01007630001111991725041710B370351,A14BX035210170***04-17-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,3.5-20-170-4F,04-27-2025,A14BX035020170,01007630001110521725042710B376179,A14BX035020170***04-27-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,3-80-170-4F,07-19-2025,A14BX030080170,01007630001109561725071910B418912,A14BX030080170***07-19-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,4-60-170-4F,07-24-2025,A14BX040060170,01007630001112501725072410B421102,A14BX040060170***07-24-2025
1,ev3,RapidCross PTA Rapid Exchange Balloon Dilatation Catheter,4-80-170-4F,10-12-2025,A14BX040080170,01007630001112741725101210B461457,A14BX040080170***10-12-2025
1,Medtronic,TurboHawk Plus Directional Atherectomy System (M = Multi-vessel) Made for use with Ref# FG02550,6Fr-0.014-5.9,01-13-2025,THP-M,010076300040239617250113100011023135,THP-M***01-13-2025
2,Medtronic,TurboHawk Plus Directional Atherectomy System (M = Multi-vessel) Made for use with Ref# FG02550,6Fr-0.014-5.9,08-15-2025,THP-M,010076300040239617250815100011359040,THP-M***08-15-2025
1,Medtronic,TurboHawk Plus Directional Atherectomy System (M = Multi-vessel) Made for use with Ref# FG02550,6Fr-0.014-5.9,08-24-2025,THP-M,010076300040239617250824100011371933,THP-M***08-24-2025
1,Medtronic,VenaSeal Closure System,-,12-31-2024,VS-404,0100763000240776172412311070474,VS-404***12-31-2024
2,ev3,"Visi-Pro Balloon-Expandable Peripheral Stent System (0.035"" OTW)",10-57-80-7F,10-11-2024,PXB35-10-57-080,01006431697880531724101110B280544,PXB35-10-57-080***10-11-2024
2,ev3,"Visi-Pro Balloon-Expandable Peripheral Stent System (0.035"" OTW)",9-57-80-7F,10-12-2024,PXB35-09-57-080,01006431697879711724101210B280987,PXB35-09-57-080***10-12-2024
2,ev3,"Visi-Pro Balloon-Expandable Peripheral Stent System (0.035"" OTW)",10-37-80-7F,12-12-2024,PXB35-10-37-080,01006431697880391724121210B311496,PXB35-10-37-080***12-12-2024
1,ev3,"Visi-Pro Balloon-Expandable Peripheral Stent System (0.035"" OTW)",7-27-135-6F,12-13-2024,PXB35-07-27-135,01006431697877801724121310B312105,PXB35-07-27-135***12-13-2024
2,ev3,"Visi-Pro Balloon-Expandable Peripheral Stent System (0.035"" OTW)",6-37-135-6F,12-21-2024,PXB35-06-37-135,01006431697877111724122110B316433,PXB35-06-37-135***12-21-2024
1,ev3,"Visi-Pro Balloon-Expandable Peripheral Stent System (0.035"" OTW)",7-57-135-6F,01-03-2025,PXB35-07-57-135,01006431697878271725010310B317620,PXB35-07-57-135***01-03-2025
2,ev3,"Visi-Pro Balloon-Expandable Peripheral Stent System (0.035"" OTW)",9-37-80-7F,01-13-2025,PXB35-09-37-080,01006431697879571725011310B322757,PXB35-09-37-080***01-13-2025
2,ev3,"Visi-Pro Balloon-Expandable Peripheral Stent System (0.035"" OTW)",6-27-135-6F,01-15-2025,PXB35-06-27-135,01006431697876981725011510B323736,PXB35-06-27-135***01-15-2025
1,ev3,"Visi-Pro Balloon-Expandable Peripheral Stent System (0.035"" OTW)",7-37-135-6F,01-17-2025,PXB35-07-37-135,01006431697878031725011710B324227,PXB35-07-37-135***01-17-2025
2,ev3,"Visi-Pro Balloon-Expandable Peripheral Stent System (0.035"" OTW)",6-57-135-6F,01-26-2025,PXB35-06-57-135,01006431697877351725012610B329419,PXB35-06-57-135***01-26-2025
2,ev3,"Visi-Pro Balloon-Expandable Peripheral Stent System (0.035"" OTW)",8-27-135-6F,01-28-2025,PXB35-08-27-135,01006431697878651725012810B330436,PXB35-08-27-135***01-28-2025
2,ev3,"Visi-Pro Balloon-Expandable Peripheral Stent System (0.035"" OTW)",8-37-135-6F,02-11-2025,PXB35-08-37-135,01006431697878891725021110B337853,PXB35-08-37-135***02-11-2025
1,Abbott,Perclose ProGlide Suture-Mediated Closure System,6F (2.0 mm),12-31-2023,12673-03,010871764801308917231231102021541914408,12673-03***12-31-2023
1,Abbott,StarClose SE Vascular Closure System,6F (2.0 mm),01-01-2024,14679-01,010871764807946717240101102011741,14679-01***01-01-2024
1,Abbott,StarClose SE Vascular Closure System,6F (2.0 mm),02-01-2024,14679-01,010871764807946717240201102021741,14679-01***02-01-2024
10,Abbott,StarClose SE Vascular Closure System,6F (2.0 mm),10-01-2024,14679-01,010871764807946717241001102111741,14679-01***10-01-2024
11,Abbott,Perclose ProGlide Suture-Mediated Closure System,6F (2.0 mm),12-31-2024,12673-03,"010871764801308917241231103022341918978
010871764801308917241231103022341918976
010871764801308917241231103022341918973
010871764801308917241231103022341918957
010871764801308917241231103022341918958
010871764801308917241231103022341919006
010871764801308917241231103022341918974
010871764801308917241231103022341918980
010871764801308917241231103022341918981
010871764801308917241231103022341918985
010871764801308917241231103021041916015",12673-03***12-31-2024
2,Abbott,Perclose ProGlide Suture-Mediated Closure System,6F (2.0 mm),1-31-2025,12673-03,"010871764801308917250131103032441919365
010871764801308917250131103032441919369",12673-03***01-31-2025
15,COVIDIEN,ClosureFast Micro Introducer Sheath Set,7Fr-7,11-16-2027,MIS-7F07,"0110884521140295172711161011449663
0110884521140295172711161011449664",MIS-7F07***11-16-2027
10,COVIDIEN,ClosureFast Micro Introducer Sheath Set,7Fr-7,11-23-2027,MIS-7F07,0110884521140295172711231011451895,MIS-7F07***11-23-2027
1,COVIDIEN,ClosureFast Micro Introducer Sheath Set,7Fr-7,02-27-2028,MIS-7F07,0110884521140295172802071011462661,MIS-7F07***02-07-2028
7,COULMED,Half-Bag C-Arm Cover (COVEX),36-80,12-31-2026,DI-5514,100850003355276,DI-5514***12-31-2026
7,Terumo,Pinnacle Introducer Sheath,4Fr,07-01-2024,RSS401,17240701100000120489,RSS401***07-01-2024
7,Terumo,Pinnacle Introducer Sheath,5Fr,07-01-2024,RSS501,17240701100000143327,RSS501***07-01-2024
